GeneID	IDG	CYTO_NUC	ER_GOLGI	MitoCarta	MitoCarta_Pathways	SurfaceLabel	CellMembrane	MATRISOME	SECRETED	glycomineN	glycomineO	IO	GeneSymbol
91894	Tdark												C11orf52
91937	Tbio					surface							TIMD4
91942	Tclin			MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors								NDUFAF2
91947	Tbio												ARRDC4
91949	Tbio		GOLGI										COG7
91966	Tbio												CXorf40A
91975	Tbio	NUCLEUS											ZNF300
91977	Tdark												MYOZ3
91978	Tdark	CYTOPLASM											TPGS1
92002	Tdark	NUCLEUS											FAM58A
92014	Tdark			MIM	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Small molecule transport > SLC25A family	nonsurface							SLC25A51
92017	Tdark												SNX29
92086	Tbio												GGTLC1
92092	Tdark												ZC3HAV1L
92104	Tdark												TTC30A
92105	Tbio	NUCLEUS											INTS4
92106	Tdark			Matrix	0								OXNAD1
92126	Tdark												DSEL
92129	Tdark	NUCLEUS											RIPPLY1
92140	Tbio	BOTH	ENDORETICULUM			nonsurface	Cell Membrane				O		MTDH
92154	Tbio										O		MTSS1L
92162	Tbio					nonsurface	Cell Membrane						TMEM88
92170	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly								MTG1
92181	Tbio	CYTOPLASM											UBTD2
92196	Tbio												DAPL1
92211	Tbio					surface	Cell Membrane			N			CDHR1
92235	Tdark					nonsurface							DUSP27
92241	Tbio												RCSD1
92255	Tdark					surface							LMBRD2
92259	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle								MRPS36
92270	Tdark					nonsurface							ATP6AP1L
92283	Tdark	NUCLEUS											ZNF461
92285	Tdark	NUCLEUS											ZNF585B
92291	Tbio	CYTOPLASM											CAPN13
92292	Tbio												GLYATL1
92293	Tdark					surface							TMEM132C
92304	Tbio								SECRETED				SCGB3A1
92305	Tbio		ENDORETICULUM			nonsurface							TMEM129
92312	Tdark	NUCLEUS											MEX3A
92335	Tbio	BOTH											STRADA
92340	Tdark												PRR29
92342	Tdark												METTL18
92344	Tbio	BOTH	GOLGI										GORAB
92345	Tbio	BOTH											NAF1
92346	Tdark												C1orf105
92359	Tbio					surface	Cell Membrane						CRB3
92369	Tdark												SPSB4
92370	Tbio		GOLGI			nonsurface				N			PXYLP1
92399	Tbio			Matrix	Mitochondrial central dogma > Translation > Translation factors								MRRF
92400	Tdark												RBM18
92421	Tbio												CHMP4C
92482	Tdark	CYTOPLASM											BBIP1
92483	Tbio	NUCLEUS		Matrix	Metabolism > Carbohydrate metabolism								LDHAL6B
92521	Tbio	NUCLEUS									O		SPECC1
92552	Tbio	NUCLEUS											ATXN3L
92558	Tdark	CYTOPLASM											CCDC64
92565	Tbio	BOTH											FANK1
92579	Tbio		ENDORETICULUM			nonsurface							G6PC3
92591	Tdark												ASB16
92595	Tdark	NUCLEUS											ZNF764
92597	Tbio	BOTH											MOB1B
92609	Tbio			MIM	Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway	nonsurface							TIMM50
92610	Tbio	CYTOPLASM											TIFA
92667	Tbio			Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay								MGME1
92675	Tbio	CYTOPLASM											DTD1
92689	Tdark	NUCLEUS	GOLGI										FAM114A1
92691	Tdark					nonsurface							TMEM169
92703	Tdark					nonsurface							TMEM183A
92714	Tbio												ARRDC1
92715	Tbio												DPH7
92736	Tdark					surface							OTOP2
92737	Tbio					surface	Cell Membrane						DNER
92745	Tbio					surface	Cell Membrane						SLC38A5
92747	Tbio								SECRETED	N			BPIFB1
92749	Tbio												DRC1
92797	Tbio	BOTH											HELB
92799	Tbio												SHKBP1
92806	Tdark	NUCLEUS											CENPBD1
92815	Tbio												HIST3H2A
92822	Tdark	NUCLEUS											ZNF276
92840	Tbio	NUCLEUS	ENDORETICULUM			nonsurface							REEP6
92856	Tdark												IMP4
92906	Tbio	NUCLEUS											HNRNPLL
92912	Tbio												UBE2Q2
92922	Tdark												CCDC102A
92935	Tbio			Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases								MARS2
92949	Tbio							ASSOCIATED	SECRETED				ADAMTSL1
92960	Tbio					nonsurface							PEX11G
92979	Tbio					nonsurface							MARCH9
92999	Tdark	NUCLEUS											ZBTB47
93010	Tbio		BOTH			nonsurface							B3GNT7
93034		NUCLEUS											NT5C1B
93035	Tdark					surface				N	O		PKHD1L1
93058	Tbio			MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism								COQ10A
93081	Tdark												TEX30
93082	Tdark												NEURL3
93099	Tbio								SECRETED	N			DMKN
93100	Tbio												NAPRT
93107	Tclin					surface	Cell Membrane						KCNG4
93109	Tdark					nonsurface							TMEM44
93129	Tbio												ORAI3
93134	Tdark	NUCLEUS											ZNF561
93144	Tdark												RPS10P5
93145	Tbio	BOTH							SECRETED	N			OLFM2
93166	Tbio	NUCLEUS											PRDM6
93183	Tbio					nonsurface							PIGM
93185	Tbio					surface	Cell Membrane						IGSF8
93190	Tdark												C1orf158
93210	Tbio					nonsurface							PGAP3
93233	Tbio												CCDC114
93273	Tbio					nonsurface							LEMD1
93323	Tbio	CYTOPLASM											HAUS8
93343	Tbio		GOLGI										MVB12A
93349	Tdark												SP140L
93377	Tdark		GOLGI			surface	Cell Membrane						OPALIN
93380	Tdark		GOLGI			nonsurface							MMGT1
93408	Tdark												MYL10
93426	Tbio												SYCE1
93432	Tdark												MGAM2
93436	Tdark												ARMC6
93474	Tdark	NUCLEUS											ZNF670
93487	Tbio												MAPK1IP1L
93492	Tbio					nonsurface					O		TPTE2
93517	Tdark					nonsurface							SDR42E1
93550	Tdark												ZFAND4
93556	Tdark							CORE					EGFEM1P
93587	Tbio	NUCLEUS											TRMT10A
93589	Tbio												CACNA2D4
93594	Tdark												TBC1D31
93611	Tbio												FBXO44
93621	Tbio	NUCLEUS											MRFAP1
93624	Tbio	NUCLEUS											TADA2B
93627	Tbio	CYTOPLASM											TBCK
93643	Tbio		GOLGI										TJAP1
93649	Tbio	NUCLEUS									O		MYOCD
93650	Tbio					surface							ACPT
93659									SECRETED	N	O		CGB5
93661	Tdark	NUCLEUS											CAPZA3
93663	Tbio	CYTOPLASM											ARHGAP18
93664	Tbio						Cell Membrane						CADPS2
93953	Tbio	NUCLEUS											ACRC
93973	Tbio	NUCLEUS											ACTR8
93974	Tbio			Matrix	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits								ATPIF1
93978	Tbio							ASSOCIATED					CLEC6A
93979	Tbio								SECRETED	N			CPA5
93986	Tbio	NUCLEUS											FOXP2
94005	Tdark					nonsurface							PIGS
94009	Tdark												SERHL
94015	Tdark					surface	Cell Membrane						TTYH2
94025	Tbio					surface	Cell Membrane	ASSOCIATED	SECRETED	N	O		MUC16
94026	Tdark												POM121L2
94027	Tdark	CYTOPLASM							SECRETED	N	O		CGB7
94030	Tdark					surface	Cell Membrane						LRRC4B
94031	Tbio							ASSOCIATED	SECRETED				HTRA3
94032	Tbio	NUCLEUS											CAMK2N2
94033	Tbio	BOTH		Matrix	Metabolism > Metals and cofactors > Iron homeostasis								FTMT
94039	Tdark	NUCLEUS											ZNF101
94056	Tbio		GOLGI										SYAP1
94059	Tdark												LENG9
94081	Tbio			MIM	Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > Sideroflexins	nonsurface							SFXN1
94086	Tbio	BOTH											HSPB9
94097	Tdark			MIM	Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport > Sideroflexins	nonsurface							SFXN5
94101	Tbio		ENDORETICULUM			nonsurface							ORMDL1
94103	Tbio		ENDORETICULUM			nonsurface							ORMDL3
94104	Tbio	NUCLEUS											PAXBP1
94107	Tdark		ENDORETICULUM			nonsurface							TMEM203
94115									SECRETED	N	O		CGB8
94120	Tbio												SYTL3
94121	Tbio						Cell Membrane						SYTL4
94122	Tdark												SYTL5
94134	Tbio	CYTOPLASM											ARHGAP12
94137	Tbio												RP1L1
94160	Tbio					surface							ABCC12
94233	Tbio					surface	Cell Membrane						OPN4
94234	Tbio	NUCLEUS									O		FOXQ1
94235	Tdark						Cell Membrane						GNG8
94239	Tbio	NUCLEUS											H2AFV
94240	Tbio												EPSTI1
94241	Tbio	NUCLEUS									O		TP53INP1
94274	Tbio												PPP1R14A
95681	Tdark												CEP41
96459	Tbio	CYTOPLASM									O		FNIP1
96626	Tbio	CYTOPLASM											LIMS3
96764	Tbio	BOTH									O		TGS1
103910	Tbio												MYL12B
112398	Tchem	NUCLEUS						ASSOCIATED					EGLN2
112399	Tchem	BOTH						ASSOCIATED					EGLN3
112401	Tchem	BOTH											BIRC8
112464	Tbio	CYTOPLASM											PRKCDBP
112476	Tbio					nonsurface	Cell Membrane						PRRT2
112479	Tbio												ERI2
112483	Tbio	CYTOPLASM											SAT2
112487	Tbio	CYTOPLASM											DTD2
112495	Tdark												GTF3C6
112574	Tbio						Cell Membrane						SNX18
112609	Tbio		ENDORETICULUM				Cell Membrane						MRAP2
112611	Tdark												RWDD2A
112616	Tbio					nonsurface				N			CMTM7
112703	Tdark												FAM71E1
112714	Tchem	BOTH											TUBA3E
112724	Tdark			MIM	Metabolism > Vitamin metabolism > Vitamin A metabolism								RDH13
112744	Tbio							ASSOCIATED	SECRETED	N	O		IL17F
112752	Tbio	CYTOPLASM											IFT43
112755	Tbio	NUCLEUS				nonsurface				N			STX1B
112770	Tdark	NUCLEUS				surface					O		GLMP
112802	Tbio										O		KRT71
112812	Tdark			Matrix	Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins								FDX1L
112817	Tbio			Matrix	Metabolism > Amino acid metabolism > Glyoxylate metabolism								HOGA1
112840	Tdark												WDR89
112849	Tdark												L3HYPDH
112858	Tbio	BOTH											TP53RK
112869	Tbio												SGF29
112885	Tbio												PHF21B
112936	Tdark												VPS26B
112937	Tdark					nonsurface							GLB1L3
112939	Tbio	BOTH									O		NACC1
112942	Tdark	BOTH											CFAP36
112950	Tbio												MED8
112970	Tdark												KTI12
113000	Tdark												RPUSD1
113026	Tbio												PLCD3
113091	Tdark								SECRETED				PTH2
113115	Tdark			Membrane	Mitochondrial dynamics and surveillance > Fission								MTFR2
113130	Tbio	BOTH											CDCA5
113146	Tbio	BOTH									O		AHNAK2
113174	Tdark	NUCLEUS											SAAL1
113177	Tdark	NUCLEUS							SECRETED	N			IZUMO4
113178	Tdark		GOLGI			nonsurface							SCAMP4
113179	Tdark												ADAT3
113189	Tbio					nonsurface							CHST14
113201	Tbio		GOLGI			nonsurface							CASC4
113220	Tdark	CYTOPLASM											KIF12
113230	Tdark												LOC113230
113235	Tchem	CYTOPLASM				surface	Cell Membrane						SLC46A1
113246	Tbio	CYTOPLASM											C12orf57
113251	Tbio												LARP4
113263	Tbio	CYTOPLASM											GLCCI1
113277	Tdark					surface							TMEM106A
113278	Tbio	CYTOPLASM				surface	Cell Membrane			N			SLC52A3
113402	Tdark					nonsurface							SFT2D1
113419	Tdark					nonsurface							TEX261
113444	Tdark					nonsurface							SMIM12
113451	Tbio	BOTH					Cell Membrane						AZIN2
113452	Tdark												TMEM54
113457	Tdark	CYTOPLASM											TUBA3D
113510	Tbio												HELQ
113540	Tbio					nonsurface				N			CMTM1
113612	Tbio	CYTOPLASM				nonsurface					O		CYP2U1
113622	Tdark												ADPRHL1
113655	Tdark					nonsurface							MFSD3
113675	Tbio			unknown	Metabolism > Amino acid metabolism > Serine metabolism								SDSL
113730	Tdark												KLHDC7B
113746	Tbio	CYTOPLASM											ODF3
113763	Tdark												ZBED6CL
113791	Tbio					surface	Cell Membrane	ASSOCIATED					PIK3IP1
113802	Tdark	BOTH											HENMT1
113828	Tbio												FAM83F
113829	Tdark		GOLGI			nonsurface							SLC35A4
113835	Tdark	NUCLEUS											ZNF257
113878	Tbio	CYTOPLASM											DTX2
114026	Tdark	NUCLEUS											ZIM3
114034	Tbio	CYTOPLASM									O		TOE1
114036	Tdark												LINC00310
114038	Tdark												LINC00313
114041	Tdark												B3GALT5-AS1
114043	Tdark												TSPEAR-AS2
114049	Tbio	NUCLEUS				nonsurface							WBSCR22
114088	Tbio	CYTOPLASM											TRIM9
114112	Tbio	BOTH	ENDORETICULUM										TXNRD3
114131	Tbio								SECRETED				UCN3
114132	Tbio					surface						IO	SIGLEC11
114134	Tbio					surface							SLC2A13
114294	Tbio			IMS	Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Metabolism > Lipid metabolism > Phospholipid metabolism								LACTB
114299	Tbio						Cell Membrane						PALM2
114327	Tbio												EFHC1
114335	Tdark	CYTOPLASM							SECRETED	N			CGB1
114336	Tdark	CYTOPLASM											CGB2
114548	Tchem	BOTH	ENDORETICULUM			nonsurface					O		NLRP3
114569	Tbio						Cell Membrane						MAL2
114571	Tbio					surface	Cell Membrane						SLC22A9
114609	Tbio	CYTOPLASM					Cell Membrane				O		TIRAP
114625	Tbio	CYTOPLASM				surface	Cell Membrane						ERMAP
114659	Tdark					surface							LRRC37B
114757	Tbio												CYGB
114769	Tbio												CARD16
114770	Tbio								SECRETED	N			PGLYRP2
114771	Tbio								SECRETED				PGLYRP3
114780	Tbio					surface							PKD1L2
114781	Tbio												BTBD9
114783	Tbio												LMTK3
114784	Tbio					surface	Cell Membrane						CSMD2
114785	Tdark	NUCLEUS											MBD6
114786	Tbio					nonsurface							XKR4
114787	Tbio						Cell Membrane				O		GPRIN1
114788	Tbio						Cell Membrane						CSMD3
114789	Tbio			MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family	nonsurface							SLC25A25
114790	Tdark	CYTOPLASM									O		STK11IP
114791	Tbio												TUBGCP5
114792	Tdark												KLHL32
114793	Tbio												FMNL2
114794	Tdark					surface		ASSOCIATED					ELFN2
114795	Tdark					surface							TMEM132B
114796	Tdark												PSMG3-AS1
114798	Tbio					surface							SLITRK1
114799	Tbio												ESCO1
114800	Tdark												CCDC85A
114801	Tbio					nonsurface							TMEM200A
114803	Tbio	NUCLEUS									O		MYSM1
114804	Tbio	CYTOPLASM											RNF157
114805	Tbio		GOLGI			nonsurface							GALNT13
114814	Tdark												GNRHR2
114815	Tbio					surface							SORCS1
114818	Tbio												KLHL29
114819	Tdark												CROCCP3
114821	Tbio										O		ZBED9
114822	Tbio												RHPN1
114823	Tdark	NUCLEUS											LENG8
114824	Tdark												PNMA5
114825	Tdark	NUCLEUS											PWWP2A
114826	Tdark												SMYD4
114827	Tdark												FHAD1
114836	Tbio					surface	Cell Membrane						SLAMF6
114876	Tbio			unknown	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism								OSBPL1A
114879	Tbio					nonsurface							OSBPL5
114880	Tbio												OSBPL6
114881	Tbio												OSBPL7
114882	Tbio					nonsurface							OSBPL8
114883	Tbio		GOLGI			nonsurface							OSBPL9
114884	Tbio		GOLGI										OSBPL10
114885	Tbio		GOLGI										OSBPL11
114897	Tbio							ASSOCIATED	SECRETED	N	O		C1QTNF1
114898	Tdark							ASSOCIATED	SECRETED	N	O		C1QTNF2
114899	Tbio							ASSOCIATED	SECRETED		O		C1QTNF3
114900	Tbio							ASSOCIATED	SECRETED				C1QTNF4
114902	Tbio							ASSOCIATED	SECRETED				C1QTNF5
114904	Tbio							ASSOCIATED	SECRETED	N			C1QTNF6
114905	Tdark							ASSOCIATED	SECRETED				C1QTNF7
114907	Tbio	CYTOPLASM											FBXO32
114908	Tbio					surface				N	O		TMEM123
114926	Tdark					nonsurface							SMIM19
114928		CYTOPLASM											GPRASP2
114932	Tdark												MRFAP1L1
114960	Tdark												TSGA13
114971	Tbio	NUCLEUS		MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	nonsurface							PTPMT1
114984	Tdark												FLYWCH2
114987	Tdark												WDR31
114990	Tbio					surface			SECRETED	N	O		VASN
114991	Tdark	NUCLEUS				nonsurface							ZNF618
115004	Tbio	NUCLEUS											MB21D1
115019	Tbio					surface							SLC26A9
115024	Tdark	CYTOPLASM											NT5C3B
115098	Tdark												CCDC124
115106	Tbio												HAUS1
115111	Tbio	CYTOPLASM											SLC26A7
115123	Tbio					nonsurface							MARCH3
115196	Tdark	NUCLEUS											ZNF554
115201	Tbio	CYTOPLASM											ATG4A
115207	Tbio						Cell Membrane						KCTD12
115209	Tbio			MIM	Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Fission	nonsurface							OMA1
115265	Tbio	CYTOPLASM											DDIT4L
115273	Tdark												RAB42
115286	Tbio			MIM	Small molecule transport > SLC25A family	nonsurface							SLC25A26
115290	Tbio												FBXO17
115294	Tbio	CYTOPLASM											PCMTD1
115330	Tdark					surface	Cell Membrane						GPR146
115350	Tbio					surface	Cell Membrane						FCRL1
115352	Tbio					surface	Cell Membrane						FCRL3
115353	Tdark												LRRC42
115361	Tbio	NUCLEUS											GBP4
115362	Tbio	CYTOPLASM	GOLGI			nonsurface							GBP5
115399	Tdark												LRRC56
115416	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly								MALSU1
115426	Tbio	NUCLEUS											UHRF2
115509	Tdark	NUCLEUS											ZNF689
115548	Tbio	CYTOPLASM											FCHO2
115557	Tbio						Cell Membrane						ARHGEF25
115560	Tdark												ZNF501
115572	Tdark												FAM46B
115584	Tchem					surface							SLC5A11
115650	Tbio					nonsurface							TNFRSF13C
115653	Tbio					surface	Cell Membrane				O		KIR3DL3
115677	Tbio						Cell Membrane				O		NOSTRIN
115701	Tbio												ALPK2
115703	Tbio	CYTOPLASM											ARHGAP33
115704	Tbio												EVI5L
115708	Tbio	NUCLEUS											TRMT61A
115727	Tbio						Cell Membrane						RASGRP4
115749	Tdark												C12orf56
115752	Tdark												DIS3L
115761	Tbio	CYTOPLASM											ARL11
115795	Tdark												FANCD2OS
115811	Tdark	CYTOPLASM											IQCD
115817	Tdark		ENDORETICULUM	MIM	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis								DHRS1
115825	Tbio												WDFY2
115827	Tbio						Cell Membrane						RAB3C
115861	Tbio												NXNL1
115908	Tbio	CYTOPLASM						CORE	SECRETED	N			CTHRC1
115939	Tdark					nonsurface							TSR3
115948	Tbio												CCDC151
115950	Tbio	NUCLEUS											ZNF653
115992	Tdark												RNF166
116028	Tbio												RMI2
116039	Tbio	NUCLEUS									O		OSR2
116064	Tdark												LRRC58
116068	Tdark					surface							LYSMD3
116071	Tbio	NUCLEUS											BATF2
116085	Tclin					surface	Cell Membrane						SLC22A12
116092	Tbio	NUCLEUS											DNTTIP1
116093	Tdark												DIRC1
116113	Tbio	NUCLEUS											FOXP4
116115	Tdark	NUCLEUS											ZNF526
116135	Tbio					surface							LRRC3B
116138	Tdark	CYTOPLASM											KLHDC3
116143	Tbio												WDR92
116150	Tbio												NUS1
116151	Tbio			MIM	Metabolism > Metals and cofactors > Iron homeostasis	nonsurface							FAM210B
116154	Tbio												PHACTR3
116159	Tdark												CYYR1
116173	Tbio												CMTM5
116179	Tdark							ASSOCIATED					TGM7
116211	Tdark												TM4SF19
116224	Tbio										O		FAM122A
116225	Tdark	CYTOPLASM					Cell Membrane						ZMYND19
116228	Tbio			MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	nonsurface							COX20
116236	Tdark								SECRETED				ABHD15
116238	Tdark					nonsurface	Cell Membrane						TLCD1
116254	Tdark					surface							GINM1
116255	Tbio					nonsurface							MOGAT1
116285	Tbio			Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	nonsurface							ACSM1
116328	Tdark												C8orf34
116337	Tbio						Cell Membrane						PANX3
116349	Tdark								SECRETED	N			EXOC3-AS1
116362	Tbio	CYTOPLASM											RBP7
116369	Tbio					surface							SLC26A8
116372	Tbio					surface	Cell Membrane			N			LYPD1
116379	Tbio								SECRETED	N			IL22RA2
116412	Tdark	NUCLEUS											ZNF837
116441	Tdark					surface							TM4SF18
116442	Tbio		GOLGI				Cell Membrane						RAB39B
116443	Tclin					surface	Cell Membrane						GRIN3A
116444	Tclin					surface	Cell Membrane						GRIN3B
116447	Tclin	NUCLEUS		Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription								TOP1MT
116448	Tbio	NUCLEUS									O		OLIG1
116449	Tbio										O		CLNK
116461	Tdark												TSEN15
116496	Tbio	CYTOPLASM											FAM129A
116511	Tbio					surface	Cell Membrane						MAS1L
116512	Tchem					surface	Cell Membrane						MRGPRD
116519	Tbio								SECRETED				APOA5
116534	Tbio					surface	Cell Membrane						MRGPRE
116535	Tbio					surface	Cell Membrane						MRGPRF
116540	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL53
116541	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL54
116729	Tdark												PPP1R27
116832	Tbio												RPL39L
116835	Tbio												HSPA12B
116840	Tbio												CNTROB
116841	Tdark												SNAP47
116842	Tbio								SECRETED				LEAP2
116843	Tdark												SLC18B1
116844	Tbio							CORE	SECRETED	N			LRG1
116931	Tdark	NUCLEUS											MED12L
116966	Tdark												WDR17
116969	Tbio								SECRETED	N			ART5
116983	Tdark												ACAP3
116984	Tbio												ARAP2
116985	Tbio		GOLGI				Cell Membrane						ARAP1
116986	Tbio	BOTH											AGAP2
116987	Tbio	BOTH									O		AGAP1
116988	Tdark	BOTH											AGAP3
117143	Tdark	NUCLEUS											TADA1
117144	Tchem					nonsurface	Cell Membrane						CATSPER1
117145	Tbio			MIM	Metabolism > Lipid metabolism		Cell Membrane						THEM4
117153									SECRETED	N			MIA2
117154	Tbio	NUCLEUS											DACH2
117155	Tchem					nonsurface	Cell Membrane						CATSPER2
117156	Tbio								SECRETED				SCGB3A2
117157	Tbio					nonsurface							SH2D1B
117159	Tbio								SECRETED				DCD
117166	Tbio							ASSOCIATED	SECRETED	N			WFIKKN1
117177	Tbio	NUCLEUS											RAB3IP
117178	Tbio	NUCLEUS											SSX2IP
117194	Tchem					surface	Cell Membrane						MRGPRX2
117195	Tdark					surface	Cell Membrane						MRGPRX3
117196	Tdark					surface	Cell Membrane						MRGPRX4
117245	Tbio												HRASLS5
117246	Tbio	NUCLEUS											FTSJ3
117247	Tbio						Cell Membrane						SLC16A10
117248	Tbio		GOLGI			nonsurface							GALNT15
117283	Tbio	BOTH											IP6K3
117285	Tbio								SECRETED				DEFB118
117286	Tbio												CIB3
117289	Tbio										O		TAGAP
117531	Tbio					nonsurface				N			TMC1
117532	Tbio												TMC2
117579	Tbio								SECRETED				RLN3
117581	Tbio	BOTH									O		TWIST2
117583	Tbio	CYTOPLASM											PARD3B
117584	Tbio	CYTOPLASM					Cell Membrane						RFFL
117608	Tdark	NUCLEUS											ZNF354B
117854	Tbio	BOTH											TRIM6
118424	Tbio		ENDORETICULUM			nonsurface							UBE2J2
118426	Tdark												BORCS5
118427	Tbio		GOLGI						SECRETED	N			OLFM3
118429	Tbio					surface	Cell Membrane		SECRETED	N			ANTXR2
118430	Tbio							ASSOCIATED	SECRETED	N			MUCL1
118442	Tbio					surface	Cell Membrane						GPR62
118460	Tbio												EXOSC6
118461	Tdark												C10orf71
118471	Tbio								SECRETED				PRAP1
118472	Tdark	NUCLEUS											ZNF511
118487	Tbio			MIM	Mitochondrial central dogma > Translation > Mitochondrial ribosome								CHCHD1
118490	Tbio												MSS51
118491	Tdark												CFAP70
118611	Tbio	CYTOPLASM											C10orf90
118663	Tbio												BTBD16
118670	Tdark								SECRETED				FAM24A
118672	Tbio												PSTK
118738	Tdark	NUCLEUS											ZNF488
118788	Tbio						Cell Membrane						PIK3AP1
118812	Tdark	CYTOPLASM											MORN4
118813	Tbio		ENDORETICULUM			surface	Cell Membrane						ZFYVE27
118856	Tbio							ASSOCIATED	SECRETED	N			MMP21
118881	Tdark			Membrane	0	nonsurface							COMTD1
118924	Tdark	NUCLEUS											FRA10AC1
118932	Tdark												ANKRD22
118980	Tdark			MIM	Small molecule transport > Sideroflexins	nonsurface							SFXN2
118987	Tbio										O		PDZD8
119016	Tdark	NUCLEUS											AGAP4
119032	Tdark												BORCS7
119180	Tdark								SECRETED	N			LYZL2
119385	Tdark	NUCLEUS											AGAP11
119391	Tbio												GSTO2
119392	Tbio	NUCLEUS											SFR1
119395	Tdark					nonsurface							CALHM3
119467	Tdark												CLRN3
119504	Tdark												ANAPC16
119548	Tdark								SECRETED	N			PNLIPRP3
119559	Tdark			MIM	Small molecule transport > Sideroflexins	nonsurface							SFXN4
119587	Tbio								SECRETED	N			CPXM2
119678	Tdark					surface	Cell Membrane						OR52E2
119679	Tdark					surface	Cell Membrane						OR52J3
119682	Tdark					surface	Cell Membrane						OR51L1
119687	Tdark					surface	Cell Membrane						OR51A7
119692	Tdark					surface	Cell Membrane						OR51S1
119694	Tdark					surface	Cell Membrane						OR51F2
119695	Tdark					surface	Cell Membrane						OR52R1
119710	Tbio												C11orf74
119749	Tdark					surface	Cell Membrane						OR4C46
119764	Tdark					surface	Cell Membrane						OR4X2
119765	Tdark					surface	Cell Membrane						OR4B1
119772	Tdark					surface	Cell Membrane						OR52M1
119774	Tdark					surface	Cell Membrane						OR52K2
120065	Tdark					surface	Cell Membrane						OR5P2
120066	Tdark					surface	Cell Membrane						OR5P3
120071	Tbio		GOLGI			nonsurface							GYLTL1B
120103	Tbio					surface							SLC36A4
120114	Tbio					surface							FAT3
120146	Tdark												TRIM64
120224	Tbio					nonsurface							TMEM45B
120227	Tbio	CYTOPLASM											CYP2R1
120237	Tbio	NUCLEUS											DBX1
120376	Tdark	CYTOPLASM											COLCA2
120379	Tdark	CYTOPLASM											PIH1D2
120400	Tdark								SECRETED	N			NXPE1
120406	Tdark					nonsurface							NXPE2
120425	Tbio					surface	Cell Membrane				O		AMICA1
120526	Tbio	CYTOPLASM											DNAJC24
120534	Tdark	NUCLEUS											ARL14EP
120586	Tdark					surface	Cell Membrane						OR8I2
120775	Tdark					surface	Cell Membrane						OR2D3
120776	Tdark					surface	Cell Membrane						OR2D2
120787	Tdark					surface	Cell Membrane						OR52W1
120793	Tdark					surface	Cell Membrane						OR56A4
120796	Tdark					surface	Cell Membrane						OR56A1
120863	Tdark												DEPDC4
120892	Tchem	BOTH	BOTH				Cell Membrane			N			LRRK2
120935	Tdark	CYTOPLASM											CCDC38
120939	Tdark												TMEM52B
121006	Tdark										O		FAM186A
121053	Tdark												C12orf45
121129	Tdark					surface	Cell Membrane						OR2AP1
121130	Tdark					surface	Cell Membrane						OR10P1
121214	Tbio												SDR9C7
121227	Tbio					surface	Cell Membrane				O		LRIG3
121256	Tbio					surface							TMEM132D
121260	Tbio					surface							SLC15A4
121268	Tbio	CYTOPLASM											RHEBL1
121273	Tdark												C12orf54
121274	Tdark												ZNF641
121275	Tdark					surface	Cell Membrane						OR10AD1
121278	Tchem										O		TPH2
121340	Tbio	BOTH									O		SP7
121355	Tbio	CYTOPLASM											GTSF1
121364	Tdark					surface	Cell Membrane						OR10A7
121391	Tbio	CYTOPLASM											KRT74
121441	Tbio												NEDD1
121457	Tdark		ENDORETICULUM			nonsurface							IKBIP
121504	Tbio	NUCLEUS											HIST4H4
121506	Tbio		ENDORETICULUM										ERP27
